comment,class_label
"nerozumiem naco je tento predmet medzi predmetmi numerikov, kedze vobec nemame zaklady z financnej matematiky a statistiky, co sa odzrkadlilo v tom, ze som viac ako 90% vobec nerozumela o com hovori a ake kroky pouzil v danej latke....dat predmet financna matematika2 studentom, ktori nielenze nemali financnu matematiku1, ale tento predmet nesuvisi z ich odborom, je pre mna nepochopitelne....cakala by som, ze v 5rocniku na odbore numerika budeme mat viac predmety, ktore su pre nas odbor vhodne a nie nahdne vybrany zo zoznamu...lebo presne tak mi pripada tento predmet v obdore numerika....preto sa ani k vyssie uvedenym otazkam nebudem vyjadrovat, kedze celkovo predmet bol pre mna nezrozumitelny, kedze pozadovane zaklady nemam...",-1
"Tazka otazka ci bola latka nadsadena alebo nie. Urcite clovek nerozumel vsetkemu, hlavne zo zaciatku z toho asi student vela nema, lebo sa jedna o pomerne abstraktnu matematiku. Principy sa ale daju chapat - ak je toto cielom, potom je to ok - detaily ale tazko. Tempo je dost vysoke ale stihat sa to da, no opakujem, akonahle sa ide do matematickych detailov, ja osobne som nie vzdy rozumel.",-1
"Snáď jeden z najzaujímavejších predmetov tento semester, hoc vcelku náročný.",1
"No oproti minulemu roku bola skuska nekonecne krat tazsia. A chcelo by to cvicenia, pripadne predmet navyse zo stochastickych procesov.",-1
"Obrovsky rozdiel oproti financnej matike 1",0
"uzitocny predmet prave preto, ze spaja pokrocilu matematiku s (akou-takou) praxou",1
"jediné negatívum vidím v tom, že k praktickej aplikácii a práci s konkrétnym softvérom (a implementácii) sme sa dostali spravidla až na konci prednášky, keď je ťažké dávať ešte pozor",-1
"Predmet poskytol prehľad metód a modelov, ktoré sa používajú v oblasti riadenia rizík.  S podobnou problematikou sme sa predtým na žiadnom predmete nestretli, preto si myslím, že takýto prehľad bol užitočný. Praktický projekt, ktorý bol základom hodnotenia bol zaujímavý.",1
"Super predmet, zaujimavy obsah, na prejdenie nenarocne - mozno by som zmenil hodnotenie z 80/20 na 60/40 alebo 70/30 aby bola vacsia motivacia aj pocuvat prednasky. Kurz bol podla mna na ten hodinovy rozsah zostaveny velmi dobre aj vyber tem bol dobry. Jedine co mi vadilo je mozno vyraznejsi, presvedcivejsi prejav a to ze sa vsetci naokolo pocas prednasok rozpravali.",1
"zaujímavé praktické obohatenie štúdia EFM",1
"Predmet so zaujimavymi temami, nakolko to bolo robene prvy krat, dalsie rocniky budu urcite zaujimavejsie prednasane. Tu niekedy prednasajuci sklzol do snahy povedat za obmedzeny cas co najviac a student nestihal vnimat. Do hodnotenia by som este pridal ustnu obhajobu projektu.",0
"Síce to bol len prvý semester, kedy sa vyučoval tento predmet, ale bol pripravený veľmi kvalitne. Problematika je inšpirovaná praxou a je veľmi zaujímavá. Pridanou hodnotou je, že vyučujúci sa touto témou zaoberá aj v praxi.",1
"cvicenia boli uplne super, dalo sa vsetkemu porozumiet, bolo to aj zaujimaveco sa tyka prednasky, tak to bolo utrpenie........nezazivne, vsak to bolo skoro cele precitane zo skript a tazko pochopitelne........preto som si zvolil moznost na prednasky nechodit",-1
"Predmet sám o sebe je zaujímavý, ale prednášky boli takmer celú dobu len o dôkazoch bez akéhokoľvek navnadenia, vzrušenia... proste celé dokola, dojdeme na prednášku a kukáme na text z učebnice...a hodnotenie, dobre, cvičenia a skúška, ale naprogramovať v matlabe nejaký algoritmus na výpočet príkladov, to sa mi nepáčilo, niekorí to skopírovali od iných a niekorí úbožiaci, čo nevieme programovať, sme si pohoršili výslednú známku.",-1
"Presunul by som deadline na zaverecny projekt az do skuskoveho obdobia. Vzhladom na jeho narocnost (jednak pochopenie algoritmu a naslednej implementacie na vseobecne riesenie) je v obdobi zapoctovych pisomiek mierne nad sily (zvladnut sa to urcite da, ale miestami sposobuje momentalna nefunkcnost casovy stres).",-1
"Neuveriteľne nudné prednášky. Premietanie .pdf súborov plných textu tomu tiež prospievalo.",-1
"Prednasky su vo velmi pomalom tempe.",-1
"Zaujímavý a dobre odprednášaný predmet no zmena poradia niektorých kapitol by neuškodila. (Možno drobná ukážka simplexovej metódy v úvodnej motivačnej hodine)",1
"Súčasťou predmetu bola tvorba programu riešiaceho duálnou revidovanou simplexovou metódou, na ktorú sme nepreriešili jediný príklad na hodine. Niektorí študenti si zohnali projekt spred dvoch rokov a ten upravili, zrejme sa to inak dalo len veľmi ťažko stihnúť (ja som nestihol/la svoj program ani dokončiť, aby vyriešil akúkoľvek úlohu. Keďže je to povinný predmet, odporúčam sa výrazne sústrediť na písomku z cvičení, lebo z nej je odvodená vraj väčšina známky.",-1
"Súčasťou hodnotenia bol projekt, ktorý bol priveľmi náročný. Keď som ho chcel spraviť sám, trvalo mi to viac ako učenie sa na skúšku z Matematickej analýzy(8 kreditov). Výnimočne dlhý čas na vypracovanie nebol spôsobený mojimi zlými programátorskými schopnosťami tie mám objektívne, vzhľadom na odbor nadpriemerné. Problém bol v extrémne náročnom zadaní. Dovolím si tvrdiť, že takmer všetci ktorý ho odovzdali a mali ho správne, získali návod alebo aj celé riešenie od kolegov zo 4. ročníka, lebo inak sa to v stanovenom čase nedalo stihnúť.",-1
"Obsah predmetu pre mna zaujimavy a uplne novy, prednasky vsak boli trochu uspavajuce.",0
"Nie úplne jasne stanovené hodnotenie, konkrétne váha parciálnych hodnotení za semester (cviká), projekt a samotnú skúšku. Čo sa týka už spomenutého projektu, nepovažujem ho za veľmi šťastný z niekoľkých dôvodov:1.) Termín jeho zadania bol podľa mňa nevhodný. Pripadalo by mi rozumnejšie zadať projekt skôr, aby mal študent dostatok času na jeho svedomité vypracovanie, rovnako aj dostatok času na konzultácie s prednášajúcim, resp. cvičiacim.2.) Podľa mňa projekt skôr overoval programátorské schopnosti študenta (teda poznatky z predmetov Programovanie 1,2 Matematickź softvér) a nie porozumenie samotného postupu riešenia danej úlohy, nehovoriac o jej teoretických základoch.Ďalej sa mi zdal byť nedostatočný počet cvičení.",-1
"uvítal by som väčšie množsto cvík, a čo sa týka projektu čo sa má vypracovať počas semestra by som ho upravil tak aby bol viac zameraný na riešenie úloh predmetu a nie programovaie",-1
"Na poznatky z LP by mali navazovat asi v buducnosti ine predmety, preto ma zmysel tam chodit, avsak mna tento predmet velmi nebavil, prednasky boli casto tazkopadne, kopa sum a vseobecnych vzorcov.",-1
"Myslím, že máme kvalitne spravenú výučbu matematickej analýzy. Je to síce brutálne ťažký predmet, ale učený a koncipovaný je dobre.",1
"Ďalší povinný predmet. Ťažko sa k ním je vyjadrovať. Fajn, za 8 kreditov to stálo. Teda ešte uvidím ako skúška, dosť sa bojím, lebo je to niečo nové a môj úvod do štúdia tohto predmetu nebol najvydarenejší. Dosť však zahrala kvalita vyučujúceho a prepojenie z nepovinným predmetom Cvičenia z matematickej analýzy(1) čo hodnotím pozitívne.",0
"ja osobne som mal priserny problem s casom na pisomkach. Nemyslim si, ze analyzu neviem, prave naopak, bavi ma a rozumiem tym veciam, no casova tiesen na pisomke ma natolko znicila, ze som tam nekontrolovatelne ratal, co dopadlo priserne.Prednasky nie su asi pre mna stavane, nedokazal som sa tak dlho sustredit na definicie, ale cvicenia su super, celkovo ma analyza bavi, casom ma asi nauci aj rychlo uvazovat.",0
XD,0
"ucivo je celkom zvladnutelne, a velmi dobre su spisane pocitacove poznamky z prednasok.",1
"predmet zaujimavy a aj velmi potrebny",1
"Jeden z najlepších predmetov. Prednášky aj cviká.",1
"Vyucujuci seriozny a velmi mudry, ucivo aj dobre premostene, obcas mi tam vsak chybalo polopatisticky vysvetlit pojmy. A dalo by sa viac do toho zapracovat vyuzitie grafiky (pocitacovej) pocas prednasok.",0
"Odprednášané poznatky plne stačili na pokrytie nárokov vyučujúceho a boli doplnené skriptami pre tento konrétny predmet, ktoré obsahovali množstvo prerátaných príkladov.",1
"predmet je to zaujímavý, ale hlavnú zásluhu na jeho pozitívnom hodnotení ma prednášajúci, pán profesor ševčovič",1
"Tento predmet urcite odporucam, analyza je potrebna, to nepotrebuje komentar. Velmi dobry predmet.",1
"Také vágne, také ... Obsah predmetu naučí človeka niečo o tvorbe štatistík, aj keď niekedy (alebo stále) kostrbaté vysvetľovanie, kde akokeby pochopenie látky šlo bokom a numerické výpočty šli do popredia.",-1
"Tazko povedat, svojim sposobom ten predmet nie je uplne nezaujimavy, skor uplne mimo nas odbor",-1
"Človek sa na voliteľnom 2-kreditovom predmete natrápi viac ako na povinnom 6-kreditovom. Domáce úlohy nie sú zadávané priebežne cez semester, ale v priebehu posledných dvoch týždňov semestra, čo je typické pre všetky predmety doc. Pastora.",-1
"Veľmi nudný predmet. Odporúčanie len pre tých, ktorí potrebujú kredity.",-1
"Jedine co sa mi nepaci,ze ulohy na vypracovanie sa posielaju dost neskoro ku koncu semestra,ked je najviac zapoctov a frmol na ine povinne predmety..samotne vypracovanie uloh zabera dost casu,takze zadania s domacimi ulohami by sa mohli posielat trosku v predstihu",-1
"Obsah predmetu ma vlemi zaujal. Su to podla mna velmi prakticke veci aj co sa projektov tyka. Zdalo sa mi zbytocne venovat taku pozornost matematickemu zakladu, ked sa ho aj tak nedarilo vysvetlit. Viac by som sa sustredila na metody spracovania tych dat ako na odvodozvanie tych metod.",0
"Hodnotenie tohoto predmetu by som nechal o dost volnejsie (vklude aj 100-80% na A). Tato znamka predsa nie je porovnatelna s napriklad s tou z Analyzy, kde nejake odstupnovanie vedomosti hra nejaku ulohu. Predsalen nie je to zasadny predmet pre existenciu studenta. Podla mojho nazoru Matlab sa da nahradit krajsim a intuitivnejsim programom v dnesnej dobe a TeX je dajme tomu pre niekoho ovela jednoduchsi pre pisanie mat. textu, ale da sa to aj inak. A napriklad by aj bolo fajn, ze ked uz nas fakulta nuti s tymto programom pracovat (minimalne teda ho odporuca kedze je zaradeny medzi povinne predmety) tak si myslim, ze by nam mala poskytnut legalne kopie zdarma, alebo teda za nejaku symbolicku cenu a nie priamo nas nabadat k tomu, aby sme tento software nelegalne stahovali.",-1
"Matlab a LaTex sa zídu, akurát tie počítače, na ktorých prebieha výučba, sú pomerne zlé na oči... Celkovo predmet patrí medzi tie ""najpohodovejšie""",0
"Na LaTeX nezvýšilo veľa času, čo sťažuje písanie záverečných projektov.",-1
"Zaujímavý obsah predmetu.",1
"Obsah predmetu považujem za primeraný, študent okamžite vidí praktické využitie nadobudnutých znalostí. Pokrytie študijnými materiálmi bolo vynikajúce.",0
"ako predmet je to pre nás dôležitá vec, aj matlab, aj latex, ale tie prednáško-cvičenia boli chaotické",0
"Predmet ako taky je dobry, Tex, ci uz Matlab su vcelku napomocne programy. Hodin je vcelku malo, no naucili sme sa aspon zaklady a viac sa toho asi ani stihnut nedalo.",0
"Celkovo mi hodiny prisli byt trochu chaoticke pri oboch vyucujucich, napr. programovanie 1 a 2 v minulom roku mi prislo byt zvladnute lepsie(napriek tomu ze problematika C++ je zlozitejsia) Uvital by som mozno rozdelenie hodiny na prednasku a cvicenie a dat tak cas trochu vstrebat prednasanu latku.",-1
"Nejasný spôsob a forma hodnotenia. Neznáma stupnica. Chaotické prednášky. Nepríjemný a neúctivý prístup k študentom.",-1
"ze skuska :D",0
"Od minuloročných študentov sme počuli, že bude len jedna písomná práca, preto nás prekvapilo, že boli dve a vraj bude ešte aj ústna skúška. Trocha ma sklamalo, že som dodnes nevidela výsledky žiadnej z dvoch písomiek a netuším, aká mi vychádza známka.",-1
"Týždeň pred zápočtovým týždňom som sa dozvedel, že sa bude písať druhá písomka a v zápočtovom týždni som sa dozvedel, že bude skúška z teórie, doteraz (2.1.2012) nie sú termíny v AISe. Tento predmet bol čo sa týka hodnotenia jeden veľký chaos.",-1
"Čo sa obsahu premetu týka, nemám žiadne výhrady. Jediné, čo mi trochu prekážalo bolo nejednoznačné definovania požiadaviek na študenta, teda počet písomiek, forma skúšky (termíny skúšok sa v AISe objavili až pomerne neskoro).",-1
"Z velkej casti je to prvacka algebra, rozobrata viac do hlbky, mozno v druhom semestri bude toho viac noveho, takto sa casto veci aj opakovali(aspon sme si ich ale zopakovali a dovysvetlovali, takze odporucam)",0
"Ak Vás niekto bude odrádzať od tohto predmetu, neverte mu! Veľmi zaujímavý predmet!",1
"Predmet sa na zaciatku zda mimoriadne zlozity a nepochopitelny. Velke mnozstvo casovo narocnych domacich uloh. Prva pisomka je naozaj tazka. ALE! ak sa na nu poctivo pripravite (prikalady su takmer totozne s prikladmy z minulych rokov) zistite ze ten predmet nezvladnutelny nie je. Profesor Hamala je mimoriadne ochotny: konzultacie sa OPLATIA! (pomoze, vysvetli, poradi), dava opravne pisomky aj v sobotu ak chcete. A hlasky ako ""Len zartujem priatelia"" si zamilujete :D ... Tazky predmet ale odporucam",1
"Predmet je to zaujimavy a uzitocny, no naroky na neho nie su urcite primerane. Pan Hamala si asi mysli, ze mame len tento predmet a nijake ine.",0
"písomky sa stanú asi legendárne :) Ani nie tak náročnosťou, ako dĺžkou času potrebnou na ich vypracovaniePriebežné Du v podobe programovania osviežia predmet",0
"Profesor je žijúca legenda a jeho spôsob prednášania je neopakovatelný a treba si ho zažiť.",0
"Pristup k studentom hodnotim pozitivne, horsie je to s obtiaznostou pisomiek, ktora je nadsadena.",0
"Trochu preorganizovat prednasky, aby mali jednotne logicky navezne myslienky.",0
"Predmet je náročný, no pre mňa zaujímavý. Všetko so všetkým súvisí a keď sa nenecháte odradiť hneď na začiatku nezvyklou notáciou prednášajúceho, odmenou vám bude celistvý intelektuálny zážitok.Ako na jednom z mála predmetov sa tu bude vyžadovať, aby ste veciam porozumeli do hĺbky, vedeli si spájať súvislosti. Alebo šikovne opísali riešenia starých písomiek z ťaháka :-/ Smutné.",0
"Tento predmet sa mi zda velmi tazky a na prednaskach som nerozumel toho moc :)",-1
"Ucivo bolo dost narocne. Chcelo by to nejake skripta zhodne s prednaskami v elektronickej forme. Pisomky boli tazke, teda prinajmensom bez mobilu pod lavicou, k comu sa uz ale musia vyjadrit ini.",-1
"No aj by som odporučil, len tie sylaby. Je toho tam strašne veľa a mám pocit, že to viem plytko. Oceňujem prácu so softvérom a projektorom, kde sme mohli vidieť konkrétne výsledky z preberaných metód.",0
"Ja neviem, co ma tento predmet spolocne s nasim odborom, pripada mi uplne nevyuzitelny",-1
"Do buducnosti by mozno bolo dobre sa skor sustredit na praktickejsiu aplikaciu preberanych metod a jej realizaciu v jednotlivych softwaroch (ci uz ide o problemy vo financiach alebo prirodnych vedach) ako na zdlhave dokazovanie radu diskretizacnych chyb pre (skoro) kazdu metodu a podobnych vlastnosti, ktore aj tak kazdy tyzden po skuske zabudne.",-1
"Bolo by podľa mňa lepšie, ak by boli k tomuto predmetu aj cvičenia, kde by sa naučené veci dali ľahšie pochopiť.",-1
"Požiadavky na projekt neboli stanovené dostatočne jasne.",-1
"Predmet mi pre Ekonomicku a Financnu matematiku pride trochu zbytocny - neviem kto sa kedy bude venovat numerickym rieseniam diferencialnych rovnic. No ako zopakovanie si ODR a PDR celkom dobre.  Samotny obsah (ak odhliadneme od vyuzitia) bol ale podla mna zvoleny dobre a zaujimavo. K skuske - mozno by sa hodilo dat cez semester viac prikladov (napr vo forme nepovinnych DU) podobnych ako na skuske, lebo cely semester sa berie vseobecna teoria a zrazu na skuske to ma clovek prvy krat aplikovat na ""cisla""",0
"Hodili by sa nejake cvicenia k tomuto predmetu.",0
"Chcelo by to viac prikladov na prednaske.",0
"Prednášky v poriadku, trošku menšia autorita zo strany prednášajúcej. Nabudúce by som si viac dupol a menej sa usmieval. Samotné prednášky však boli kvalitné.",0
"Nuz, tento predmet je asi pre nas celkom vyuzitelny.",1
"Prednasky neboli podane prilis zaujimavo, na cviceniach sa toho nepodarilo prebrat tak vela ako by bolo potrebne, ale na druhej strane pouzivana kniha splnala pozadovane parametre a dalo sa z nej na skusku dobre pripravit.",-1
"Náročný predmet, často nezáživný.",-1
"Neviem ci sa obsah uciva da vyuzit niekde inde ako na skole, vo vyskume, pripadne v NBS... co sa da ale povedat o viacerych nasich predmetoch",0
"Tento predmet ma asi najviac bavil. Nestihli sme všetko, zostalo to na samoštúdiu, ale inak OK.",1
"Nadstavba DDR, myslim ze sa zide.",1
"Zaujímavý predmet.",1
"Velmi zaujimavy predmet a dobre odprednasany.",1
"Páčila sa mi možnosť prilepšenia si formou projektu.",1
"Neviem si predstavit, ze by sa tento predmet dal naucit o moc lepsie... prednasky boli zaujimave, ucivo vysvetlovane zrozumitelne a sposobom od jednoduchsieho k zlozitejsiemu (co nie je pri kazdom predmete takto), takisto dana latka bola vcelku dobre precvicena na cvikach.",1
"Vynikajuco profesionalne odprednasane aj odcvicene.",1
"velmi zaujimavy predmet",1
"Veľmi prakticky podávané učivo obohatené o aktuálne dianie. Vo všeobecnosti veľmi obľúbené prednášky navštevované aj študentmi iných odborov (aj napriek nie najlepšiemu času prednášky)",1
"Dobré prednášky (obával som sa že to bude iba prerobená Ekonómia(2)).Škoda, že nevyšiel čas na finančné deriváty.",1
"niekedy zaujimavy ale vacsinou nudny predmet",-1
"Veľmi zaujímavé, zrozumiteľne podané a niekedy aj vtipné:)",1
"Výborne odprednášaný, zaujímavý predmet, ktorý by som dal ako volitelný pre všetky ostatné odbory aplikovanej matematiky.",1
"zaujímavý predmet, ale sú to len prednášky, žiaden reálny kontakt s vecami.",0
"Mne sa predmet PaB velmi pacil, jedina skoda je nan vycleneneho tak malo casu(2P), pretoze potom ostali niektore pojmy len nacrtnute a v tom sa clovek niekedy nevyznal(napriklad duracia dlhopisu). Prednasky boli velmi zaujimave, bolo to nieco co je kazdy den okolo nas a preto odporucam",1
"Na tomto predmete som pochopila zaklady fungovania bankovnictva, co podla mna patri do vseobecneho rozhladu. odporucam.",1
"Velmi dobry predmet, zatial najlepsi a najvyuzitelnejsi aky bol v doterajsom rozvrhu pre EFM. Urcite by mu prospela jedna hodina prednasok tyzdenne viac, mozno ho dokonca pridat aj v dalsom semestri.",1
"Uzitocny a zaujimavy predmet. Trochu malo kreditov vzhaldom na preberane ucivo a naroky na znamku. Vadilo mi, ze nebola ziadna priebezna pisomka. Takto to je vsetko naraz a je toho vela...nehovoriac o tom, ze sme neboli nijako donuteni ucivo si pozriet pocas semestra a postupne sme sa stracali v preberanom ucive.",-1
"iba chvála",1
"Velmi dobre podane a urcite prakticke.",1
"Podla mna sa tu ma clovek moznost naucit velmi potrebne veci s praktickym vyuzitim",1
"to ze tento predmet nepatri k tym najzaujimavejsim vyvazil super prednasajuci",1
"Tento predmet je celkom fajn :)",1
"Dobry predmet, ktory urcite pomoze pri pochopeni uciva aj z inych statistickych predmetov. Akurat nechapem system kreditoveho hodnotenia - preco je tento predmet v studijnom plane EFM za 2 kredity, a tento isty predmet v studijnom plane PM (poistna matematika) za 3 kredity? (pricom sa tam robi uplne to iste, to iste preberane ucivo, take iste poziadavky - DU, projekt, skuska). Jediny rozdiel je ze jeden je v zimnom a druhy v letnom semestri...",0
"Prijemny vyklad na kvalitnych podkladoch. Super ulohy (prinajmensom vyzerajuce ako) z reality.",1
"Cast nezivotne poistovnictvo bola celkom fajn, ale zivotne je dost nezaujimave pre studentov EFM.",0
"Len pre tých, ktorých baví mikro.",0
"Myslím si, že som nie celkom pochopil odkaz tohto predmetu. Ale chyba môže byť kľudne vo mne.",-1
"Predmet  v rozsahu  1 hodina týždenne za 1 kredit navštevovalo 42 studentov, v ankete sa ich vyjadrilo 19. Za  pripomienky ďakujem, i keď nie so všetkými súhlasím.      Hlavným cieľom semináru bolo naučiť študentov pracovať s literatúrou: napísať zoznam literatúry podľa zaužívaných štandardov, správne citovať v texte, byť dôsledný pri odlišovaní vlastných myšlienok a výsledkov od myšlienok prevzatých odinakiaľ. Na toto bol zameraný aj projekt bakalárskej práce. Dôraz som kládla na dve jeho časti: 1.vytvorenie (provizórneho) zoznamu použitej literatúry, 2. napísanie prvej časti úvodu bakalárskej práce (od uvedenia do problematiky so správnymi odkazmi na  literatúru v zozname) po sformulovanie cieľov bakalárskej práce.Sú toto neprimerané požiadavky dva mesiace po pridelení témy bakalárskej práce?  Na prvých seminároch vystúpilo skoro 10 mojich kolegov, ktorí študentov oboznámili so svojimi témami na možné bakalárske práce a uľahčili im tak rozhodovanie pri výbere bakalárskych prác. Ďalej odznelo 7 prezentácií už obhájených bakalárskych prác z minuleho roku, ktoré sa prihlásili do súťaže o najlepšiu bakalársku prácu. Študenti sa mohli pýtať, diskutovať, prezrieť si obhájené práce, svojim hlasovaním rozhodli o udelení “Ceny diváka“. Okrem všetkých potrebných  informácií o význame, písaní, požiadavkách, odovzdávaní a obhajobe práce boli študentom poskytnuté  šablóny (word, tex) na písanie bakalárskej práce, ktoré rešpektujú aktuálnu smernicu rektora o písaní bakalárskych prác. Za spracovanie  Tex -ovej šablony podľa mojich pokynov ďakujem Darinke Graczovej.  Som presvedčená, že napriek niekoľkým hlasom v ankete o zbytočnosti tohto predmetu,bolo zavedenie tohto predmetu správnym krokom a som hrdá na to, ako sa mi podarilo vybudovať predmet po obsahovej stránke a zabezpečiť ho po materiálovej stránke. Myslím si, že poznatky získané na seminári študenti využijú a nakoniec aj ocenia nielen pri  písaní bakalárskej práce, ale akejkoľvek odbornej práce v budúcej praxi. ",0
"Nuda, nebolo to vobec potrebne. Neviem naco sa z toho spravil predmet. Kludne by stacilo jedno sedenie na tuto temu, nemuselo sa to tahat cely semester",-1
"Velmi vhodny pre vsetkych, co pisu bakalarku. Odporucam",1
"Požiadavka vypracovať ""projekt bakalárskej práce"" bola z hľadiska počtu kreditov prehnaná. Takisto bol tento projekt neužitočný na písanie skutočnej bakalárskej práce.Na druhej strane, informácie o písaní bakalárskej práce, ktoré sme sa na tomto predmete dozvedeli, boli skutočne užitočné.",0
"Na tomto predmete sa mi pacili najma prezentacie veducich bakalarskych prac a ich tem na zaciatku semestra a takisto prezentacie stvrtakov o ich pracach z minuleho roka. Inspirativne a clovek si vie lepsie predstavit, ze co ho vlastne caka. Hodiny, kde sa vsak preberala metodika pisania neboli velmi zazivne a myslim, ze vsetky tieto informacie by stacilo zhustit do jednej hodiny na otazky a mailu s uzitocnymi linkami.",1
"tak zaujimave to az tak nebolo, ale zide sa",0
"dost zbytocny predmet v takomto rozsahu. materialy by nam stacilo poslat, to, ze nam boli aj odprezentovane podla mojho nazoru nepridalo nejaku hodnotu. vymyslat si v projekte, co budem v ktorej kapitole citovat, je tiez trochu prehnane",-1
"Na tomto predmete sa student nauci ako ma bakalarska praca vyzerat ako sa ma pisat a ako predchadzat casto opakovanym chybam.",0
"Chodil som na predmet len kvoli povinnej dochadzke. Uplne by stacilo keby sa prezentacie poslali na mail a to hlavne preto, ze v case ked sme sa rozpravali o forme bakalarky, este 90% studentov este nezacalo pisat.",-1
"Na tomto predmete sme dostali sice viacero dolezitych informacii, no vacsinu bude si aj tak pozrieme az v elektronickej forme (ktora je dobra), ked to budeme potrebovat. Projekt sa odovzdaval prilis skoro na to aby sme donho mohli napisat definitivne info (a pisat len tak sa mi zdalo zbytocne).",-1
"Strata času.",-1
"Tento predmet ma nebavil a akékoľvek ďalšie hodnotenie by nebolo na mieste.",-1
"Preco som dala, ze tento predmet odporucam, je kvoli prezentacii ktoru sme mali robit, kazdy semester by malo byt nieco take, kde by sme si overili nase prezentacne schopnosti. Ale mimo toho, vsetci sme sa stracali a uvodne hodiny sme moc nevedeli o com je rec. Predsa len, 4 hodiny na jednom slajde?",0
"Predmet ma veľmi sklamal a skoro nič mi nedal. Čakal som oveľa viac. Témy jednotlivých referátov boli pre mňa bezvýznamné. Privítal by som, ak by prof. Luptáčik každú hodinu prednášal napr. o ekonomike nejakého európskeho štátu, resp. ak by študenti vypracovali referáty o ekonomike nejakého štaátu a pod. V tom prípade by tie prednášky boli určite zaujímavejšie a človek by sa aj viac dozvedel.",-1
"Tento predmet mi nič nedal. Ak by nebola povinná účasť, nikdy by som tam nešiel. Úlohy úplne nezmyselné, referáty ani nevravím. Zbytočnosť.",-1
"Privítala by som viac predmetov tohto typu.",1
"Tento predmet by podla mna nemal byt povinny ako to bolo po minule roky. Je dost nezrozumitelne uceny a celkovy osoh y neho je temer nulovy.",-1
"Pocas prvych troch prednasok sa pouzivali prezentacie. Na tom by nebolo nic zle, ak by ta prezentacia nebola jedna a ak by nepozostavala z cca 10-tich slajdov, na ktorych boli uvedene len vzorce bez akychkolvek ucelenych myslienok.",-1
"Zmenil by som predmet na vyberovy",0
"Je to taký praktický pohľad na ekonometriu a prácu s dátami (prevažne časové rady). Problematika je veľmi zaujímavá avšak možno trochu široká na tento predmet, ktorý sa vyučuje štýlom každý druhý týždeň vo večerných hodinách. Reálna výmera je potom objektívne znížená.",0
"Ako v predmete Maticový počet:Týždeň pred zápočtovým týždňom som sa dozvedel, že sa bude písať druhá písomka a v zápočtovom týždni som sa dozvedel, že bude skúška z teórie, doteraz (2.1.2012) nie sú termíny v AISe. Tento predmet bol čo sa týka hodnotenia jeden veľký chaos.",-1
"výraznejšie oddelenie cvičení a prednášok",0
"Zaujimavy predmet. Cast z toho sme uz preberali v druhom rocniku na Pravdepodobnosti a statistike 2, no vtedy som tomu nerozumela. Teraz som to pochopila ovela lepsie. Je to prednasajucim, ktory dava dobre priklady zo zivota na ukazanie novych veci. Navyse prednasa velmi putavo a vtipne, nosi si rekvizity na prednasky a stale ma nejaky putavy pribeh na porudzi",1
"Vy-ni-ka-ju-ce. Najlepsie prednasky.",1
"Tento predmet bol celkom narocny a mna velmi nezaujal.",-1
"Prednasky boli zaujimave, pomohla by ale ich elektronicka forma. Skoda ze az na par bonusov je hodnotenie 0/100.",-1
"Blbosť. Vyškrtnúť z osnov. Po dlhom čase som sa musel bifliť algoritmy na riešenie úloh.",-1
"Predmet nevyuzitelny do praxe. Pochybne hodnotenie pisomiek. V oboch pisomkach boli dva priklady rovnakeho typu, co znamenalo, ze ked clovek nevedel, alebo sa pomylil v jednom, bolo vysoko pravdepodobne, ze sa pomyli aj v druhom, mohlo to byt lepsie rozlozene.",-1
"Chýba seriózna literatúra",-1
"Jeden z dvoch najzbytocnejsich a najNIKDYnepouzitelnych predmetov za cely rok (a mozno aj studium). Ako cvicenie mozgu celkom dobre, ale ako nieco z coho by si clovek zobral nieco viac - nulove.",-1
"Páčilo sa mi hodnotenie. Ak bola písomka ťažšia a všetci ju zle napísali, človek mal aj tak šancu na dobrú známku.",1
"Jedinym pozitivom tohto predmetu je, ze znamky su rozdelene podla normalneho rozdelenia :)",0
"Napriek tomu, ze je to vyberovy predmet, bol asi najtazsi z tych, co som mala v tomto semestri.",0
"Bolo by vhodne venovat trochu viac casu ""praktickejsim"" prikladom ako len cisto teorii.",0
"Astrometria v astronomii a astrofyzike ma urcite svoje miesto. Dozviete sa zaujimave, hlavne technicke podrobnosti co sa tyka pozorovania,  pristrojov, algoritmov a metod v astrometrii... Uvodna cast o katalogoch bude nudit.  Doktor Kornos pripravil prednasku velmi dobre a prehladne, navyse pocas semestra nam pravidelne prinasal literaturu k teme na dalsie studium a poskytol nam nielen vsetky slajdy, ale aj spisane/skompilovane poznamky k nim. Tuto prednasku berte skor ale ako vhlad do technickejsej casti astronomie, fyzikalne nie az tak zaujimave.",0
